|                           Parameters |   0 |                      1 |                      2 |   3 |   4 |                      5 |                      6 |                      7 |                      8 |                    9 |  10 |  11 |  12 |                    13 |                     14 |  15 |
|            Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.index2 | 0.0 |  0.0015780227189952747 | 1.9479300599078508e-11 | 0.0 | 0.0 |  0.0023836501004110503 |  6.839676553219603e-06 |   1.49898463084814e-06 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | 0.0 | 1.9479300599078508e-11 | 4.5287927843736666e-18 | 0.0 | 0.0 |  8.014510298506572e-10 |  5.849236834766049e-13 | 1.2484102857806527e-13 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spectral.beta | 0.0 |  0.0023836501004110503 |  8.014510298506572e-10 | 0.0 | 0.0 |     0.1590142337372104 |  0.0001268146169475363 | 2.6626952389705256e-05 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | 0.0 |  6.839676553219603e-06 |  5.849236834766049e-13 | 0.0 | 0.0 |  0.0001268146169475363 | 1.9822117014484945e-06 |  6.805303391036849e-09 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 | 0.0 |   1.49898463084814e-06 | 1.2484102857806527e-13 | 0.0 | 0.0 | 2.6626952389705256e-05 |  6.805303391036849e-09 | 1.5850962543160393e-06 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           COACN6NG-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 5.0937326534023105e-05 | 4.96217270782145e-06 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           COACN6NG-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |   4.96217270782145e-06 | 6.31831011106539e-05 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|      COACN6NG-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|       COACN6NG-irf.e_reco_model.bias | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
| COACN6NG-irf.e_reco_model.resolution | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           COACN6NG-irf.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |  0.008164049239195663 |  7.578918387923554e-05 | 0.0 |
|           COACN6NG-irf.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 | 7.578918387923554e-05 | 0.00039511912624311734 | 0.0 |
|      COACN6NG-irf.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
