|                      Parameters |   0 |                     1 |                      2 |   3 |   4 |                      5 |                     6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |  0.023376244660717617 |  9.787453262367438e-12 | 0.0 | 0.0 |    0.09280127675421586 | 2.659758912808704e-06 |  3.178168297907403e-07 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 9.787453262367438e-12 |  4.277245203713662e-21 | 0.0 | 0.0 | 4.1122322600527017e-11 | 9.382588720302554e-16 | 1.9699972760968539e-16 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |   0.09280127675421586 | 4.1122322600527017e-11 | 0.0 | 0.0 |    0.40224693398883454 | 9.995661949745324e-06 |  1.656330038278299e-06 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 2.659758912808704e-06 |  9.382588720302554e-16 | 0.0 | 0.0 |  9.995661949745324e-06 | 4.609560575587307e-06 |   7.03615180526818e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 3.178168297907403e-07 | 1.9699972760968539e-16 | 0.0 | 0.0 |  1.656330038278299e-06 |  7.03615180526818e-08 | 3.4736900004843686e-06 |                    0.0 |                    0.0 | 0.0 |
|      4NNUFR9E-bkg.spectral.norm | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 | 0.00011325812817106135 |  9.685480398224972e-06 | 0.0 |
|      4NNUFR9E-bkg.spectral.tilt | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |  9.685480398224972e-06 | 0.00013653597165359566 | 0.0 |
| 4NNUFR9E-bkg.spectral.reference | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
