|                      Parameters |   0 |                       1 |                      2 |   3 |   4 |                      5 |                      6 |                       7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.004097750392812515 |  6.990577289161894e-12 | 0.0 | 0.0 |    0.02507684710872981 | 1.0589730826648757e-07 | -1.2739031873313345e-08 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |   6.990577289161894e-12 | 1.3251327455454634e-20 | 0.0 | 0.0 |  4.842587152125471e-11 |  2.842560365695158e-17 |  3.7200631417508206e-17 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |     0.02507684710872981 |  4.842587152125471e-11 | 0.0 | 0.0 |    0.17815205423310226 | 2.3112227278747007e-07 |  1.5200530955829932e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  1.0589730826648757e-07 |  2.842560365695158e-17 | 0.0 | 0.0 | 2.3112227278747007e-07 |  9.810544061607235e-07 |  -6.982932133166765e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -1.2739031873313345e-08 | 3.7200631417508206e-17 | 0.0 | 0.0 | 1.5200530955829932e-07 | -6.982932133166765e-09 |   7.375673917487559e-07 |                    0.0 |                    0.0 | 0.0 |
|      r6OsFX63-bkg.spectral.norm | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 | 2.4882430152983765e-05 |  2.231385571579014e-06 | 0.0 |
|      r6OsFX63-bkg.spectral.tilt | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |  2.231385571579014e-06 | 2.8645498915953545e-05 | 0.0 |
| r6OsFX63-bkg.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
