|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                     5 |                       6 |                       7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                   0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.06585421743169736 | -6.141450087711406e-10 | 0.0 | 0.0 |   -0.1422645937607417 |   8.049147432912097e-05 |    0.000113869117117319 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -6.141450087711406e-10 | 3.9312373827667476e-16 | 0.0 | 0.0 | 5.156233463785527e-08 |  1.2543469726669747e-10 |  1.3433817016268514e-11 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                   0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                   0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |    -0.1422645937607417 |  5.156233463785527e-08 | 0.0 | 0.0 |     6.904976119541589 |    0.016042504426449146 |   0.0015072219903512788 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  8.049147432912097e-05 | 1.2543469726669747e-10 | 0.0 | 0.0 |  0.016042504426449146 |  0.00011498531929833189 | -6.2259158926459766e-06 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |   0.000113869117117319 | 1.3433817016268514e-11 | 0.0 | 0.0 | 0.0015072219903512788 | -6.2259158926459766e-06 |   9.792958094828553e-05 |                   0.0 |                   0.0 | 0.0 |
|      KVjMYzgL-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                   0.0 |                     0.0 |                     0.0 |  0.004930665588584535 | 0.0005767821429211358 | 0.0 |
|      KVjMYzgL-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                   0.0 |                     0.0 |                     0.0 | 0.0005767821429211358 |  0.006130047913119288 | 0.0 |
| KVjMYzgL-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                   0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
