|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                       5 |                      6 |                       7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |  0.0012260468400514036 |  2.103128108468002e-12 | 0.0 | 0.0 |    0.007917556897952942 |  2.912170856362353e-09 |  -2.207793889882506e-09 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  2.103128108468002e-12 |  3.880683910025424e-21 | 0.0 | 0.0 |  1.4794886374027445e-11 | -5.484579347305517e-18 |  -8.526425266247981e-19 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |   0.007917556897952942 | 1.4794886374027445e-11 | 0.0 | 0.0 |    0.056662230547757646 | 1.6691550873623138e-08 | -1.7122042023017137e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  2.912170856362353e-09 | -5.484579347305517e-18 | 0.0 | 0.0 |  1.6691550873623138e-08 | 2.1070586380311377e-07 |   5.993907135015912e-10 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -2.207793889882506e-09 | -8.526425266247981e-19 | 0.0 | 0.0 | -1.7122042023017137e-08 |  5.993907135015912e-10 |  1.5592558481430049e-07 |                    0.0 |                    0.0 | 0.0 |
|      ajNQNFYT-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |  5.360077069181551e-06 | 4.3950836573657217e-07 | 0.0 |
|      ajNQNFYT-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 | 4.3950836573657217e-07 |  6.234671817138864e-06 | 0.0 |
| ajNQNFYT-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
