|                           Parameters |   0 |                      1 |                       2 |   3 |   4 |                      5 |                       6 |                       7 |                      8 |                      9 |  10 |  11 |  12 |                    13 |                     14 |  15 |
|            Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.index2 | 0.0 |    0.00391468745493411 |   3.553445323556259e-10 | 0.0 | 0.0 |   0.028133498336410854 |   4.066799055824871e-07 |  1.4617288178993124e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | 0.0 |  3.553445323556259e-10 |   1.451264821136392e-16 | 0.0 | 0.0 | 1.2334002528156999e-08 |   1.234295999889339e-14 | -1.7492687939140923e-14 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spectral.beta | 0.0 |   0.028133498336410854 |  1.2334002528156999e-08 | 0.0 | 0.0 |     1.0787589832460642 |   8.541773816396992e-06 |  7.5688651683189625e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | 0.0 |  4.066799055824871e-07 |   1.234295999889339e-14 | 0.0 | 0.0 |  8.541773816396992e-06 |   4.337393239035921e-06 | -1.1904891572004616e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 | 0.0 | 1.4617288178993124e-07 | -1.7492687939140923e-14 | 0.0 | 0.0 | 7.5688651683189625e-06 | -1.1904891572004616e-07 |  3.2486541753010052e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           gW6cvEcJ-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.00011339890657158897 |  6.690768735496141e-06 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           gW6cvEcJ-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |  6.690768735496141e-06 | 0.00013463390839727935 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|      gW6cvEcJ-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|       gW6cvEcJ-irf.e_reco_model.bias | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
| gW6cvEcJ-irf.e_reco_model.resolution | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           gW6cvEcJ-irf.spectral.norm | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |  0.009255482051137201 |  3.814354515539232e-05 | 0.0 |
|           gW6cvEcJ-irf.spectral.tilt | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 3.814354515539232e-05 | 0.00039483823885663505 | 0.0 |
|      gW6cvEcJ-irf.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
