|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.007672357786733383 | -1.4648552346645166e-13 | 0.0 |  -0.0027457599488979498 | 0.0 |   6.200427792367819e-07 |   7.453886694144599e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.4648552346645166e-13 |   6.316480635116067e-24 | 0.0 |   7.928429604967283e-14 | 0.0 | -4.8736336443797676e-17 |  1.1147836363011524e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0027457599488979498 |   7.928429604967283e-14 | 0.0 |    0.001450498646774773 | 0.0 |  -2.493717122750533e-07 | -1.1386709350813396e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   6.200427792367819e-07 | -4.8736336443797676e-17 | 0.0 |  -2.493717122750533e-07 | 0.0 |  5.3170334100500215e-06 | -1.0171785221630932e-07 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   7.453886694144599e-07 |  1.1147836363011524e-17 | 0.0 | -1.1386709350813396e-07 | 0.0 | -1.0171785221630932e-07 |  3.8081648152507257e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011428752033235167 | 1.1752030889447115e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 1.1752030889447115e-05 | 0.00013205124831000195 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
