|                     Parameters |                      0 |                      1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.009600416552437123 | -2.040902288681956e-13 | 0.0 |    -0.00380378854387361 | 0.0 |  1.2682705855586239e-06 |    6.51668781317151e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -2.040902288681956e-13 |  9.252392944215252e-24 | 0.0 |   1.168086231051911e-13 | 0.0 |   -3.49695176152373e-17 |   5.302570871226295e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.00380378854387361 |  1.168086231051911e-13 | 0.0 |    0.002020799731678377 | 0.0 | -3.2108483301127805e-07 | -2.5190890218893546e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 1.2682705855586239e-06 |  -3.49695176152373e-17 | 0.0 | -3.2108483301127805e-07 | 0.0 |   5.297202449280164e-06 |   8.778909302632909e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   6.51668781317151e-07 |  5.302570871226295e-18 | 0.0 | -2.5190890218893546e-09 | 0.0 |   8.778909302632909e-08 |  3.4686592807123768e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |  0.0001132240790737343 | 6.3818151624435465e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 6.3818151624435465e-06 | 0.00014061980051004413 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
