|                     Parameters |                      0 |                      1 |   2 |                      3 |   4 |                       5 |                       6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |   0.010682744945815852 |  -2.64517045776213e-13 | 0.0 |  -0.004739003316129558 | 0.0 |  -2.517520120018371e-07 |  -3.777224134588709e-07 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude |  -2.64517045776213e-13 | 1.0841924971483216e-23 | 0.0 | 1.5925168192775265e-13 | 0.0 |  -5.807666185450684e-18 |   3.029275516155758e-17 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.004739003316129558 | 1.5925168192775265e-13 | 0.0 |  0.0029242119086091865 | 0.0 |   4.612922597881422e-07 |  1.8279889787168184e-07 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 | -2.517520120018371e-07 | -5.807666185450684e-18 | 0.0 |  4.612922597881422e-07 | 0.0 |    5.73357251549021e-06 | -1.2997746145527603e-07 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -3.777224134588709e-07 |  3.029275516155758e-17 | 0.0 | 1.8279889787168184e-07 | 0.0 | -1.2997746145527603e-07 |   4.326523802724919e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011684874102136794 | 7.739323973901363e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |  7.739323973901363e-06 | 0.0001344377900432779 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
