|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.008222559626481352 | -1.5012583264117108e-13 | 0.0 | -0.0029567271956294078 | 0.0 | 2.4343117122866725e-07 |  4.547504678104382e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.5012583264117108e-13 |   6.432760139542693e-24 | 0.0 |  8.225047645686619e-14 | 0.0 | -3.571937410354375e-18 | -1.471327766922389e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0029567271956294078 |   8.225047645686619e-14 | 0.0 |  0.0015407106136464883 | 0.0 |  3.489172335742061e-07 | -3.462552399770933e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  2.4343117122866725e-07 |  -3.571937410354375e-18 | 0.0 |  3.489172335742061e-07 | 0.0 |   5.27730916079493e-06 | 4.2097722541422866e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   4.547504678104382e-07 |  -1.471327766922389e-18 | 0.0 | -3.462552399770933e-07 | 0.0 | 4.2097722541422866e-08 |  4.043358318214016e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.00011620053316594575 |  9.661233650350926e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  9.661233650350926e-06 | 0.00013271169542279822 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
