|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                       5 |                       6 |                     7 |                      8 |   9 |
|         Crablog.spectral.index |    0.007735702394205324 | -1.4711739890327243e-13 | 0.0 |  -0.002756681463590374 | 0.0 |   3.249734537499532e-07 | -1.3342434938609692e-06 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.4711739890327243e-13 |  6.4556002374555744e-24 | 0.0 |   7.94298494862793e-14 | 0.0 |  -2.503671483070364e-17 |   3.510894664367186e-17 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.002756681463590374 |    7.94298494862793e-14 | 0.0 |   0.001433700130076435 | 0.0 |  -6.282973460986601e-08 |   5.390261025516989e-07 |                   0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   3.249734537499532e-07 |  -2.503671483070364e-17 | 0.0 | -6.282973460986601e-08 | 0.0 |   5.001181219994933e-06 | -1.8181955743212307e-08 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -1.3342434938609692e-06 |   3.510894664367186e-17 | 0.0 |  5.390261025516989e-07 | 0.0 | -1.8181955743212307e-08 |  3.8836232443076995e-06 |                   0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.0001166619011696796 |  8.638203722349595e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 8.638203722349595e-06 | 0.00013377108705886286 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
