|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.006764822583096811 | -1.0869546750374206e-13 | 0.0 |   -0.002139297176534434 | 0.0 |   7.153026070363409e-07 |  1.0486906214046028e-06 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.0869546750374206e-13 |  4.5698852174350174e-24 | 0.0 |  5.5690435897586036e-14 | 0.0 | -2.8537941393368726e-18 | -3.5777844730874715e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.002139297176534434 |  5.5690435897586036e-14 | 0.0 |     0.00109020711749158 | 0.0 |  3.6172902121955093e-07 | -2.7767496158626323e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   7.153026070363409e-07 | -2.8537941393368726e-18 | 0.0 |  3.6172902121955093e-07 | 0.0 |   5.403061533669442e-06 |  -7.601752972916171e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  1.0486906214046028e-06 | -3.5777844730874715e-17 | 0.0 | -2.7767496158626323e-07 | 0.0 |  -7.601752972916171e-08 |   4.193663472705265e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011634398956105641 |   9.29602386849757e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |   9.29602386849757e-06 | 0.00013327758969459375 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
