|                      Parameters |                      0 |                      1 |   2 |                       3 |   4 |                       5 |                      6 |                      7 |   8 |   9 |
|         TQLL36So.spectral.index |   0.004940660484009152 |   6.25544030908253e-17 | 0.0 |   -0.000651442954249922 | 0.0 |  1.6214870395841507e-06 | -8.381270529464803e-08 |                    0.0 | 0.0 | 0.0 |
|     TQLL36So.spectral.amplitude |   6.25544030908253e-17 | 2.9775821937687908e-27 | 0.0 |  2.5838962761648464e-16 | 0.0 |  -5.713074437710244e-18 |  4.971855879652201e-19 |                    0.0 | 0.0 | 0.0 |
|     TQLL36So.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
|       TQLL36So.spectral.lambda_ |  -0.000651442954249922 | 2.5838962761648464e-16 | 0.0 |  0.00019104527967216998 | 0.0 | -1.3706597861812197e-07 | 2.0419134786514788e-08 |                    0.0 | 0.0 | 0.0 |
|         TQLL36So.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
|          TQLL36So.spatial.lon_0 | 1.6214870395841507e-06 | -5.713074437710244e-18 | 0.0 | -1.3706597861812197e-07 | 0.0 |   7.741615847008876e-06 | 1.6937171199442935e-09 |                    0.0 | 0.0 | 0.0 |
|          TQLL36So.spatial.lat_0 | -8.381270529464803e-08 |  4.971855879652201e-19 | 0.0 |  2.0419134786514788e-08 | 0.0 |  1.6937171199442935e-09 |  5.771322415081059e-06 |                    0.0 | 0.0 | 0.0 |
|      n-3vbttX-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 2.4347592175778892e-06 | 0.0 | 0.0 |
|      n-3vbttX-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
| n-3vbttX-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
