|                     Parameters |                      0 |                      1 |   2 |                       3 |   4 |                      5 |                       6 |                     7 |                     8 |   9 |
|         Crablog.spectral.index |     0.1847705049202836 | -3.582905731255682e-12 | 0.0 |    -0.06737000714375682 | 0.0 | 3.2176707658647667e-06 |   4.010205104842414e-06 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -3.582905731255682e-12 | 1.4513891488242954e-22 | 0.0 |  1.8843527681300285e-12 | 0.0 | -5.479920922947013e-16 |   7.440381321105808e-17 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.06737000714375682 | 1.8843527681300285e-12 | 0.0 |    0.034614497774914335 | 0.0 |   6.94443770910881e-08 | -2.3833880019672387e-06 |                   0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 3.2176707658647667e-06 | -5.479920922947013e-16 | 0.0 |    6.94443770910881e-08 | 0.0 | 0.00011231753045963552 |  -5.944135776574935e-08 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  4.010205104842414e-06 |  7.440381321105808e-17 | 0.0 | -2.3833880019672387e-06 | 0.0 | -5.944135776574935e-08 |   8.440814908994312e-05 |                   0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0024908785363170313 | 0.0002060277354385022 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0002060277354385022 |  0.002891659271641891 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
