|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |  0.00017802156395827103 | -3.4262198442609236e-15 | 0.0 |  -6.438576709976979e-05 | 0.0 |  3.4149645592023113e-09 | -1.0150381906773057e-09 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -3.4262198442609236e-15 |  1.4159562458023093e-25 | 0.0 |  1.8165773036932307e-15 | 0.0 |  -5.771437299936516e-19 |  1.8711581398603995e-19 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -6.438576709976979e-05 |  1.8165773036932307e-15 | 0.0 |   3.333459890778428e-05 | 0.0 | -1.1202658663327792e-12 |  2.7240388375371525e-10 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  3.4149645592023113e-09 |  -5.771437299936516e-19 | 0.0 | -1.1202658663327792e-12 | 0.0 |  1.1232978040268875e-07 | -1.2824909470170653e-11 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -1.0150381906773057e-09 |  1.8711581398603995e-19 | 0.0 |  2.7240388375371525e-10 | 0.0 | -1.2824909470170653e-11 |   8.420907651269973e-08 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 2.4853865466938835e-06 | 2.0327214215433105e-07 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 2.0327214215433105e-07 | 2.8915723122972966e-06 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
