|                     Parameters |                     0 |                      1 |   2 |   3 |   4 |                    5 |   6 |   7 |                     8 |                     9 |  10 |
|             msh.spectral.index |    12.703685708587502 |  1.912760409983429e-11 | 0.0 | 0.0 | 0.0 |  0.12374495003519888 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         msh.spectral.amplitude | 1.912760409983429e-11 | 2.0058494146416569e-22 | 0.0 | 0.0 | 0.0 | 5.32774182991102e-12 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         msh.spectral.reference |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              msh.spatial.lon_0 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              msh.spatial.lat_0 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              msh.spatial.sigma |   0.12374495003519888 |   5.32774182991102e-12 | 0.0 | 0.0 | 0.0 |    0.407950099390523 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                  msh.spatial.e |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                msh.spatial.phi |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 |  0.027434788269409507 | 0.0012629674208184717 | 0.0 |
|      dataset-bkg.spectral.tilt |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 | 0.0012629674208184717 |  0.028083706236520244 | 0.0 |
| dataset-bkg.spectral.reference |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
