|                    Parameters |                     0 |                      1 |   2 |   3 |   4 |                      5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                     24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  dataset_N-bkg.spectral.norm8 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  4.2512543329447896e-05 | -3.0946940412081945e-05 |  -4.388049869664044e-05 |  0.00032420293911332123 |   0.0006318043914714598 |  0.00037026451914522424 | -6.0286445656913396e-05 | -0.00010494509964927691 |   5.128604682647786e-05 |   5.780882165717605e-05 | -1.7876694229994458e-05 |  -1.92257736382414e-05 |  1.6806251430571443e-05 |    1.92080257561196e-05 |   1.609863991853061e-06 |  -3.959120648517512e-06 |  1.8962823425563868e-06 |   6.267617100283439e-06 |   5.580318134443316e-06 |   3.065972949414002e-06 |
|  dataset_N-bkg.spectral.norm9 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3149768562609954e-05 |  4.9265646004706905e-05 |   -5.96178064084752e-05 | -5.7847484918722795e-05 |  0.00037026451914522424 |   0.0007508271071870816 |  0.00048443513881181433 | -3.5904162219383604e-05 | -0.00014037446768627772 |    3.85822641305796e-05 |   7.741519434064987e-05 |  -8.39356021085208e-06 | -2.9449240666131174e-05 |  1.0154825847483887e-05 |  2.5757554445169485e-05 |    1.04604677174796e-05 | -1.6955949420601095e-06 |  -5.200823634282365e-07 |   4.110941649669578e-06 |   5.330582752121558e-06 |
| dataset_N-bkg.spectral.norm10 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.634232511730834e-06 |    9.64861598793746e-06 |  5.1886226557510705e-05 |  -7.827975506604147e-05 | -6.0286445656913396e-05 |  0.00048443513881181433 |   0.0009768215876526168 |   0.0006586402706548377 |  -1.738984989178215e-05 | -0.00019347888460776607 |  2.7994566419739427e-05 | 0.00010723665411112536 |  5.1414196493668085e-06 | -4.2436523678376384e-05 |  -8.345540880624966e-07 |  3.1222783251835176e-05 |  2.2527505638460958e-05 |  4.8879158629419425e-06 | -1.1583018150007866e-06 |   5.316458792934413e-07 |
| dataset_N-bkg.spectral.norm11 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.5842383705791717e-05 | -1.9875610794522424e-05 |  3.2949385674040155e-05 |   5.532336884163779e-05 | -0.00010494509964927691 | -3.5904162219383604e-05 |   0.0006586402706548377 |    0.001250247747391443 |    0.000848574872538201 |  -6.709347407165642e-07 | -0.00025506857420178465 |  9.654171887231812e-06 |  0.00013991281194186282 |  2.9096803981092185e-05 | -5.1595391621870874e-05 |   -1.89181979245496e-05 |  2.7979043208357124e-05 |   3.256631449889545e-05 |  1.5256312822457685e-05 |   2.668951358924116e-06 |
| dataset_N-bkg.spectral.norm12 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   7.370234200781482e-06 |   5.007642099329869e-06 | -2.0620923544507528e-05 |  4.4000206594443917e-05 |   5.128604682647786e-05 | -0.00014037446768627772 |  -1.738984989178215e-05 |    0.000848574872538201 |   0.0015647303945667509 |   0.0010813867926012363 |  3.0479948881111414e-05 | -0.0003333712065778785 | -2.7674747954486086e-05 |  0.00017523275920712451 |   7.006234075172322e-05 |  -5.141907899444694e-05 |  -4.395312830652829e-05 |  1.0408585225835658e-05 |   3.256911400053293e-05 |  2.3706233594286377e-05 |
| dataset_N-bkg.spectral.norm13 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -5.5640792464457055e-06 |  1.4697774601259792e-05 |  -5.822669584935675e-06 | -2.0603189776711956e-05 |   5.780882165717605e-05 |    3.85822641305796e-05 | -0.00019347888460776607 |  -6.709347407165642e-07 |   0.0010813867926012363 |    0.001968343404146281 |   0.0014064783068897598 |  0.0001008887433075878 | -0.00043465733626968736 | -0.00010322291159981497 |   0.0002034020845988621 |   0.0001353217663380882 | -2.5874908640894134e-05 |  -6.424345708942107e-05 |  -2.084982212742504e-05 |   1.443823393108761e-05 |
| dataset_N-bkg.spectral.norm14 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2914173891459746e-06 | -1.3119857614579346e-07 |  1.7424027386826183e-05 | -1.1094387613608857e-05 | -1.7876694229994458e-05 |   7.741519434064987e-05 |  2.7994566419739427e-05 | -0.00025506857420178465 |  3.0479948881111414e-05 |   0.0014064783068897598 |   0.0025400319295441555 |  0.0018909275921580313 |  0.00023550118960512622 |  -0.0005692041762833642 | -0.00023969397357538765 |  0.00020735643939854935 |  0.00022326828959644558 |  3.8782142631373294e-05 | -6.0116809616749996e-05 |  -5.110663804009898e-05 |
| dataset_N-bkg.spectral.norm15 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.6742810576343835e-06 |  -5.317704161269927e-06 |   7.346061260085886e-06 |   1.851001777528881e-05 |   -1.92257736382414e-05 |   -8.39356021085208e-06 |  0.00010723665411112536 |   9.654171887231812e-06 |  -0.0003333712065778785 |   0.0001008887433075878 |   0.0018909275921580313 |   0.003370183005356317 |    0.002622491332820082 |   0.0004947818255828537 |  -0.0007241097750425197 |  -0.0004705634264557639 |   0.0001363360206892272 |  0.00030090585045925876 |   0.0001428386165587469 |  -5.623697363008621e-06 |
| dataset_N-bkg.spectral.norm16 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.411276579217808e-07 |   9.178773430386011e-07 |  -5.269606378576478e-06 |  1.2620997370058385e-05 |  1.6806251430571443e-05 | -2.9449240666131174e-05 |  5.1414196493668085e-06 |  0.00013991281194186282 | -2.7674747954486086e-05 | -0.00043465733626968736 |  0.00023550118960512622 |   0.002622491332820082 |    0.004609744123193003 |   0.0037670473571238864 |   0.0009957421196726242 |  -0.0008632880116299963 |  -0.0008286080547484215 |  -7.497156124381233e-05 |   0.0003073753431365506 |  0.00025274565663759046 |
| dataset_N-bkg.spectral.norm17 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.6715636720410475e-06 |  3.0381905673837197e-06 |  -2.109304033228711e-06 | -3.1659598447971383e-06 |    1.92080257561196e-05 |  1.0154825847483887e-05 | -4.2436523678376384e-05 |  2.9096803981092185e-05 |  0.00017523275920712451 | -0.00010322291159981497 |  -0.0005692041762833642 |  0.0004947818255828537 |   0.0037670473571238864 |    0.006501826522927877 |    0.005583537920259766 |   0.0019576008306046817 |  -0.0008483470814674857 |  -0.0012782836163424303 |  -0.0004828732947805867 |   0.0001359968006896009 |
| dataset_N-bkg.spectral.norm18 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.184397753416139e-06 | -2.5151907046475753e-07 |  3.7577807150879464e-06 |  -3.253005382166877e-06 |   1.609863991853061e-06 |  2.5757554445169485e-05 |  -8.345540880624966e-07 | -5.1595391621870874e-05 |   7.006234075172322e-05 |   0.0002034020845988621 | -0.00023969397357538765 | -0.0007241097750425197 |   0.0009957421196726242 |    0.005583537920259766 |    0.009428765661078075 |    0.008508640101436515 |   0.0037772776711898436 | -0.00040119024441308835 |  -0.0016913884623350926 |  -0.0010897680648896356 |
| dataset_N-bkg.spectral.norm19 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -8.71163670798615e-07 | -2.4181456146933493e-06 |  3.1646293034362307e-06 |   3.700638714018422e-06 |  -3.959120648517512e-06 |    1.04604677174796e-05 |  3.1222783251835176e-05 |   -1.89181979245496e-05 |  -5.141907899444694e-05 |   0.0001353217663380882 |  0.00020735643939854935 | -0.0004705634264557639 |  -0.0008632880116299963 |   0.0019576008306046817 |    0.008508640101436515 |    0.013964164331055138 |    0.013134555499665081 |    0.006995860670298382 |   0.0009488349406607571 |   -0.001679325557899321 |
| dataset_N-bkg.spectral.norm20 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.034820044316953e-07 | -1.9034159937454595e-06 |  1.6085740754353132e-08 |   5.621904110596911e-06 |  1.8962823425563868e-06 | -1.6955949420601095e-06 |  2.2527505638460958e-05 |  2.7979043208357124e-05 |  -4.395312830652829e-05 | -2.5874908640894134e-05 |  0.00022326828959644558 |  0.0001363360206892272 |  -0.0008286080547484215 |  -0.0008483470814674857 |   0.0037772776711898436 |    0.013134555499665081 |     0.02078801375222156 |    0.020203125348155097 |    0.012441471067268882 |    0.004090501305741783 |
| dataset_N-bkg.spectral.norm21 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5489021696906123e-06 |  -9.021410604666969e-07 | -1.2193886820904419e-06 |   3.141408821002136e-06 |   6.267617100283439e-06 |  -5.200823634282365e-07 |  4.8879158629419425e-06 |   3.256631449889545e-05 |  1.0408585225835658e-05 |  -6.424345708942107e-05 |  3.8782142631373294e-05 | 0.00030090585045925876 |  -7.497156124381233e-05 |  -0.0012782836163424303 | -0.00040119024441308835 |    0.006995860670298382 |    0.020203125348155097 |    0.030805244411363834 |    0.030759282874506185 |    0.021210706563562446 |
| dataset_N-bkg.spectral.norm22 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.7397960493504506e-06 |  -5.820667312710295e-07 |  -7.062587714550682e-07 |    8.67557238915953e-07 |   5.580318134443316e-06 |   4.110941649669578e-06 | -1.1583018150007866e-06 |  1.5256312822457685e-05 |   3.256911400053293e-05 |  -2.084982212742504e-05 | -6.0116809616749996e-05 |  0.0001428386165587469 |   0.0003073753431365506 |  -0.0004828732947805867 |  -0.0016913884623350926 |   0.0009488349406607571 |    0.012441471067268882 |    0.030759282874506185 |     0.04502029093153833 |     0.04545756625547128 |
| dataset_N-bkg.spectral.norm23 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3774988182121588e-06 |  -6.036308160976292e-07 | -4.3309764245087745e-08 |   1.734385208208152e-07 |   3.065972949414002e-06 |   5.330582752121558e-06 |   5.316458792934413e-07 |   2.668951358924116e-06 |  2.3706233594286377e-05 |   1.443823393108761e-05 |  -5.110663804009898e-05 | -5.623697363008621e-06 |  0.00025274565663759046 |   0.0001359968006896009 |  -0.0010897680648896356 |   -0.001679325557899321 |    0.004090501305741783 |    0.021210706563562446 |     0.04545756625547128 |     0.06295395877655216 |
