| modelparameters |                   0 |                   1 |                   2 |                   3 |                   4 |                   5 |                   6 |                   7 |                   8 |                   9 |                  10 |                  11 |                  12 |                  13 |                  14 |                  15 |                  16 |                  17 |                  18 |                  19 |                  20 |                  21 |                  22 |                  23 |
|          norm14 |  21590.331292106715 | -109588.95051200218 |  311905.46609042253 |  -659814.3102507197 |  1160167.3756676968 | -1797608.2185650605 |  2540667.0424268884 | -3347304.8022471173 |   4168288.989001614 |  -4948752.433699964 |   5629274.550547346 |  -6148173.053182015 |   6446556.697204261 |  -6476894.701331927 |   6214141.475950398 |  -5666088.504160961 |   4878157.238915487 | -3929565.2747900216 |   2922133.007498592 |  -1964710.590085428 |  1155133.8535521752 |  -560841.0914934363 |    201301.883457389 |  -40336.04916848948 |
|          norm15 | -17455.705703614265 |   88734.39751098602 | -253031.04300027635 |    536566.813290324 |  -946363.6821320372 |  1472052.2366376477 |  -2090777.116148682 |   2771585.794289355 |   -3477909.21661204 |  4168288.9890047014 |   -4796290.17622873 |   5310891.088723157 |  -5658773.903049267 |   5789786.950524419 |  -5666088.504123429 |   5273770.566366722 |  -4633341.319690725 |  3803878.6910027424 | -2877274.6343245907 |  1963355.7847288132 | -1168847.0967702249 |   573403.2714959923 | -207557.06466759375 |   41874.06116787254 |
|          norm16 |  13568.332141728013 |  -69053.29074015198 |   197201.1340670084 |  -418967.4731759364 |   740730.6911715537 |  -1155725.405611035 |   1647871.744675498 |  -2195177.591743361 |  2771585.7942771856 | -3347304.8022379223 |  3888240.0923228287 |  -4355414.509294966 |   4705445.643762708 |  -4893268.095746215 |   4878157.238861566 |  -4633341.319670875 |  4157711.7610004954 | -3485603.6277783536 |  2688934.5415391177 | -1867629.4740838315 |  1129109.2539089192 |  -561173.1978812092 |  205336.89471695432 |  -41793.40529472445 |
|          norm17 | -10036.401541409765 |   51124.31761677606 |  -146168.4540866708 |   311003.4272042643 |  -550887.8009320566 |   861588.9342414574 | -1232239.2743119097 |  1647871.7446881337 |  -2090777.116150985 |   2540667.042431762 | -2974029.4445668226 |   3363241.957888004 | -3676148.0169446818 |  3876970.0354154976 | -3929565.2747364338 |  3803878.6909773382 |  -3485603.627770223 |  2987162.0159227243 |  -2355459.070547956 |  1670215.5126953358 | -1028801.4685248283 |   519709.1106312798 | -192805.80282892837 |  39694.738140058136 |
|          norm18 |   6958.106210460451 | -35468.699896586455 |  101498.99659668919 |  -216208.6040129292 |  383539.48548224475 |  -600984.9043116596 |   861588.9342465485 | -1155725.4056274781 |  1472052.2366462154 | -1797608.2185761342 |   2117283.288754809 | -2412999.3295482276 |   2663021.706757158 | -2841952.9372237884 |  2922133.0074551837 |  -2877274.634302321 |  2688934.5415301295 |   -2355459.07054557 |  1901029.3218895954 | -1379804.3076141523 |   868965.3529106996 | -447875.45130107045 |  169097.76001482873 |  -35336.17906320709 |
|          norm19 |  -4419.458222180139 |  22540.337640177808 |  -64547.72732540744 |  137620.08506761235 | -244409.42959090695 |   383539.4854846336 |  -550887.8009394007 |    740730.691188639 |  -946363.6821444323 |  1160167.3756828383 | -1373248.5177183934 |  1574842.6972278412 |  -1751706.070087405 |   1887801.154921459 |   -1964710.59005584 |   1963355.784713381 | -1867629.4740773682 |   1670215.512693379 | -1379804.3076138883 |  1026925.7230589376 |  -663400.4164957344 |  350359.81781235593 | -135250.65828422556 |  28818.487695250697 |
|          norm20 |  2482.0943964159196 |   -12664.6821829658 |  36287.050451194955 |  -77420.55396350924 |  137620.08506644488 | -216208.60401231446 |   311003.4272060881 |  -418967.4731833807 |   536566.8132942356 |  -659814.3102560828 |     784065.61863618 |  -903660.6901422387 |  1011520.3624515061 | -1098844.9068359663 |  1155133.8535353523 |  -1168847.096761621 |  1129109.2539055075 | -1028801.4685239801 |   868965.3529107642 |  -663400.4164958808 |   440680.2833543128 |  -239523.4535395775 |   95074.78535984665 |  -20782.32195105461 |
|          norm21 | -1161.8465447504059 |   5930.188497483134 |  -16998.48973078429 |   36287.05045230384 |  -64547.72732667008 |   101498.9965988436 | -146168.45409081504 |  197201.13407469844 | -253031.04300652817 |    311905.466097665 |  -371790.9700968568 |   430200.8092533066 |  -483988.4939414882 |   529166.5381619129 |  -560841.0914858063 |   573403.2714922777 |  -561173.1978799426 |  519709.11063117534 |  -447875.4513013272 |  350359.81781257666 |  -239523.4535396652 |  134484.34919191338 |  -55244.85983805952 |   12491.02753147237 |
|          norm22 |  405.08984536788375 |  -2068.154525683407 |   5930.188497350668 | -12664.682183119701 |  22540.337640249636 |  -35468.69989676494 |   51124.31761754071 |  -69053.29074211325 |    88734.3975122599 | -109588.95051356312 |    130948.977479666 |  -151996.6143546016 |  171688.62200982682 | -188683.89873725944 |  201301.88345489604 |  -207557.0646664746 |  205336.89471668086 | -192805.80282903425 |  169097.76001502582 |  -135250.6582843746 |   95074.78535991882 |  -55244.85983807922 |  23640.884527615184 |  -5592.092826339551 |
|          norm23 |  -79.32911331651485 |   405.0898453628997 |  -1161.846544711414 |   2482.094396429369 |  -4419.458222176821 |   6958.106210470578 | -10036.401541552157 |   13568.33214213478 | -17455.705703888816 |  21590.331292456714 | -25848.003312261484 |  30076.680842532864 |  -34081.34437204094 |   37608.62291095243 |  -40336.04916804365 |   41874.06116769523 |  -41793.40529470948 |   39694.73814011096 | -35336.179063269694 |  28818.487695295913 |    -20782.321951078 |  12491.027531480637 |  -5592.092826341092 |  1406.1421796995612 |
