|                      Parameters |                     0 |                       1 |   2 |                       3 |                      4 |                     5 |   6 |   7 |                    8 |                    9 |  10 |
|              msh.spectral.index |     5.943029286914289 |   9.138717049272428e-12 | 0.0 |   0.0028108173678028214 |    0.00623883092171357 |   0.05963328701080989 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|          msh.spectral.amplitude | 9.138717049272428e-12 |   9.426411907375979e-23 | 0.0 | -3.2679054131270676e-14 | 1.6581984349112384e-14 | 2.496999602296132e-12 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|          msh.spectral.reference |                   0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|               msh.spatial.lon_0 | 0.0028108173678028214 | -3.2679054131270676e-14 | 0.0 |      0.4697126474358873 |   0.000747762061291347 |  0.007671071894782061 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|               msh.spatial.lat_0 |   0.00623883092171357 |  1.6581984349112384e-14 | 0.0 |    0.000747762061291347 |     0.3480356251392117 |  0.007207840489144207 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|               msh.spatial.sigma |   0.05963328701080989 |   2.496999602296132e-12 | 0.0 |    0.007671071894782061 |   0.007207840489144207 |    0.1926182459267586 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|                   msh.spatial.e |                   0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|                 msh.spatial.phi |                   0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
|      yDyeO837-bkg.spectral.norm |                   0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.012724906457181226 | 0.000589952823386272 | 0.0 |
|      yDyeO837-bkg.spectral.tilt |                   0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.000589952823386272 | 0.013045258520701814 | 0.0 |
| yDyeO837-bkg.spectral.reference |                   0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |                  0.0 |                  0.0 | 0.0 |
