|                           Parameters |                       0 |   1 |                      2 |                      3 |                       4 |                       5 |                     6 |                     7 |   8 |   9 |  10 |                      11 |                      12 |  13 |
|           Crablog.spectral.amplitude |  1.6899995817591003e-23 | 0.0 | -1.668913684906787e-14 | 3.3682728168254826e-14 | -1.3094263229579384e-17 | -3.6497361164788175e-20 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|               Crablog.spectral.alpha |  -1.668913684906787e-14 | 0.0 |  0.0018075102983505804 | -0.0007026206848420178 |  1.1523915148590575e-07 |  -2.362283364823026e-08 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spectral.beta |  3.3682728168254826e-14 | 0.0 | -0.0007026206848420178 |  0.0017193865537793273 |  3.2455814916975214e-08 |  -2.901139464711686e-10 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -1.3094263229579384e-17 | 0.0 | 1.1523915148590575e-07 | 3.2455814916975214e-08 |  2.5089905290653993e-06 | -1.8635053558614795e-10 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lat_0 | -3.6497361164788175e-20 | 0.0 | -2.362283364823026e-08 | -2.901139464711686e-10 | -1.8635053558614795e-10 |   1.880024486291381e-06 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           qz83HxnE-bkg.spectral.norm |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 5.354128123637174e-05 | 4.403823919310955e-06 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           qz83HxnE-bkg.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 4.403823919310955e-06 | 6.219155006585887e-05 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      qz83HxnE-bkg.spectral.reference |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       qz83HxnE-irf.e_reco_model.bias |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
| qz83HxnE-irf.e_reco_model.resolution |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           qz83HxnE-irf.spectral.norm |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |     0.01032029131024572 | -1.0453155680391807e-06 | 0.0 |
|           qz83HxnE-irf.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | -1.0453155680391807e-06 |   0.0004000001217594518 | 0.0 |
|      qz83HxnE-irf.spectral.reference |                     0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
