|                           Parameters |                      0 |   1 |                      2 |                      3 |                      4 |                      5 |                    6 |                    7 |   8 |   9 |  10 |                      11 |                      12 |  13 |
|           Crablog.spectral.amplitude |   7.30160531988667e-22 | 0.0 | -7.438309087967012e-12 |    1.5147494064757e-11 | -6.153595382361173e-15 |  1.550962087435418e-15 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|               Crablog.spectral.alpha | -7.438309087967012e-12 | 0.0 |     0.8318356323583442 |      -0.31528723743698 |  5.623484982069398e-05 | -8.897902474183156e-06 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spectral.beta |    1.5147494064757e-11 | 0.0 |      -0.31528723743698 |     0.7873930268241619 | 1.7180030141458277e-05 |   7.34244087495317e-07 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -6.153595382361173e-15 | 0.0 |  5.623484982069398e-05 | 1.7180030141458277e-05 |  0.0011644889631765886 | -5.045309950757935e-08 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  1.550962087435418e-15 | 0.0 | -8.897902474183156e-06 |   7.34244087495317e-07 | -5.045309950757935e-08 |  0.0008725780646725183 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           cVy1J-DI-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.024849595489256963 | 0.002029660011302192 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           cVy1J-DI-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.002029660011302192 |  0.02886397122984395 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      cVy1J-DI-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       cVy1J-DI-irf.e_reco_model.bias |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
| cVy1J-DI-irf.e_reco_model.resolution |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           cVy1J-DI-irf.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |    0.010000690718626672 | -1.0062617271309384e-10 | 0.0 |
|           cVy1J-DI-irf.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 | -1.0062617271309384e-10 |   0.0004000000053471329 | 0.0 |
|      cVy1J-DI-irf.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
