|                           Parameters |                      0 |   1 |                      2 |                      3 |                       4 |                       5 |                      6 |                     7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|          Fb-gy9TU.spectral.amplitude |  1.844770442161764e-23 | 0.0 | -3.552584251209077e-14 |  7.180779071214213e-14 |  -2.803136020495905e-17 |  4.1969789510233715e-18 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|          Fb-gy9TU.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Fb-gy9TU.spectral.alpha | -3.552584251209077e-14 | 0.0 |  0.0038890678026815392 | -0.0015057960707049087 |  2.4996490388870834e-07 |  -4.982838928486597e-08 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Fb-gy9TU.spectral.beta |  7.180779071214213e-14 | 0.0 | -0.0015057960707049087 |     0.0036969813076757 |   7.161158264818603e-08 |  1.0576596169507058e-10 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Fb-gy9TU.spatial.lon_0 | -2.803136020495905e-17 | 0.0 | 2.4996490388870834e-07 |  7.161158264818603e-08 |   5.405384398857183e-06 | -3.7624594209553824e-10 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Fb-gy9TU.spatial.lat_0 | 4.1969789510233715e-18 | 0.0 | -4.982838928486597e-08 | 1.0576596169507058e-10 | -3.7624594209553824e-10 |   4.050364128032636e-06 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           5_oSRXl--bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.00011534987674104167 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           5_oSRXl--bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0001339861330124453 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      5_oSRXl--bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       5_oSRXl--irf.e_reco_model.bias |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| 5_oSRXl--irf.e_reco_model.resolution |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           5_oSRXl--irf.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |   0.010155949443386715 | -5.022123431073318e-07 | 0.0 |
|           5_oSRXl--irf.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | -5.022123431073318e-07 |  0.0004000000469710472 | 0.0 |
|      5_oSRXl--irf.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
