|                           Parameters |                       0 |   1 |                       2 |                       3 |                       4 |                       5 |                      6 |                     7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude |  1.7235823409692947e-23 | 0.0 | -3.8169588789979934e-15 |    7.67241025776427e-15 | -2.9592196748315012e-18 | -3.2838071963394696e-18 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha | -3.8169588789979934e-15 | 0.0 |  0.00039054932620271763 |  -0.0001532143263917998 |  2.4489038412892626e-08 |  -5.406501498832147e-09 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta |    7.67241025776427e-15 | 0.0 |  -0.0001532143263917998 |  0.00037194362166336945 |    6.73209627274466e-09 | -2.1174900093347858e-10 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -2.9592196748315012e-18 | 0.0 |  2.4489038412892626e-08 |    6.73209627274466e-09 |   5.405250833537805e-07 |  -4.483029129751069e-11 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 | -3.2838071963394696e-18 | 0.0 |  -5.406501498832147e-09 | -2.1174900093347858e-10 |  -4.483029129751069e-11 |   4.050379850714345e-07 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           ks3bGUsq-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 1.1535680659821548e-05 | 9.510391878331179e-07 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           ks3bGUsq-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |  9.510391878331179e-07 |  1.33987988434972e-05 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      ks3bGUsq-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       ks3bGUsq-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| ks3bGUsq-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           ks3bGUsq-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |    0.01137062472433529 | -5.392432818071257e-06 | 0.0 |
|           ks3bGUsq-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | -5.392432818071257e-06 | 0.00040000258141237435 | 0.0 |
|      ks3bGUsq-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
