|                           Parameters |                       0 |   1 |                       2 |                      3 |                      4 |                       5 |                     6 |                     7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude |  1.6922284544198813e-22 | 0.0 | -1.6110424702648193e-12 |  3.273742212761824e-12 | -1.317435288674657e-15 |  3.4021643136375333e-16 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha | -1.6110424702648193e-12 | 0.0 |     0.17951001587422824 |   -0.06842209554750471 | 1.1974910484225978e-05 | -2.0337636881396176e-06 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta |   3.273742212761824e-12 | 0.0 |    -0.06842209554750471 |     0.1700295646787809 |  3.597390867024247e-06 |  1.0914024229189532e-07 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 |  -1.317435288674657e-15 | 0.0 |  1.1974910484225978e-05 |  3.597390867024247e-06 | 0.00025088013844101607 |  -1.180051967618224e-08 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  3.4021643136375333e-16 | 0.0 | -2.0337636881396176e-06 | 1.0914024229189532e-07 | -1.180051967618224e-08 |  0.00018799115538826327 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           AuzEEHjG-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 | 0.0053539008123758836 | 0.0004380880704237167 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           AuzEEHjG-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 | 0.0004380880704237167 |  0.006218721620746169 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      AuzEEHjG-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       AuzEEHjG-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| AuzEEHjG-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           AuzEEHjG-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |    0.01000360042830292 | 2.0387152781538913e-10 | 0.0 |
|           AuzEEHjG-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 2.0387152781538913e-10 |  0.0003999999874726393 | 0.0 |
|      AuzEEHjG-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
