|                      Parameters |                       0 |   1 |                       2 |                       3 |                       4 |                      5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |     3.3475683656085e-25 | 0.0 | -3.5300337038568782e-15 |   7.116868297202173e-15 | -2.8734271274290592e-18 |  6.286762264463193e-19 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha | -3.5300337038568782e-15 | 0.0 |   0.0003862917214447208 | -0.00015040800864237597 |   6.175607737667821e-08 | 3.1451428550431985e-08 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta |   7.116868297202173e-15 | 0.0 | -0.00015040800864237597 |  0.00036699209194708163 |    3.95149683809947e-08 | 2.9984451408441564e-08 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -2.8734271274290592e-18 | 0.0 |   6.175607737667821e-08 |    3.95149683809947e-08 |    5.37719169838413e-07 |  9.333710862504843e-10 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 |   6.286762264463193e-19 | 0.0 |  3.1451428550431985e-08 |  2.9984451408441564e-08 |   9.333710862504843e-10 | 4.0217211541324747e-07 |                    0.0 |                    0.0 | 0.0 |
|      c33F56Ig-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 | 1.1534445657345684e-05 |  9.389011776486525e-07 | 0.0 |
|      c33F56Ig-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |  9.389011776486525e-07 | 1.3397058032724662e-05 | 0.0 |
| c33F56Ig-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
