|                      Parameters |   0 |                     1 |                      2 |   3 |   4 |                      5 |                      6 |                      7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |  0.029531075528482137 |  4.090693910650118e-11 | 0.0 | 0.0 |    0.16542198293153332 |  8.797352210370953e-07 |  9.735271002514291e-08 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 4.090693910650118e-11 |  6.507027460664722e-20 | 0.0 | 0.0 |  2.702694425552167e-10 | 2.6194178406232216e-16 |  9.475391995073354e-17 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |   0.16542198293153332 |  2.702694425552167e-10 | 0.0 | 0.0 |      1.134569064354266 |  2.655552731265869e-06 | 1.7504652428181057e-07 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 8.797352210370953e-07 | 2.6194178406232216e-16 | 0.0 | 0.0 |  2.655552731265869e-06 |  9.796055093033636e-06 | 1.9996093862293434e-09 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 9.735271002514291e-08 |  9.475391995073354e-17 | 0.0 | 0.0 | 1.7504652428181057e-07 | 1.9996093862293434e-09 | 7.3411123422040595e-06 |                   0.0 |                   0.0 | 0.0 |
|      Ue8EXyOU-bkg.spectral.norm | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0002485154774712333 |  1.82332915708934e-05 | 0.0 |
|      Ue8EXyOU-bkg.spectral.tilt | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |  1.82332915708934e-05 | 0.0002889671647788673 | 0.0 |
| Ue8EXyOU-bkg.spectral.reference | 0.0 |                   0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
