|                     Parameters |                       0 |                       1 |   2 |                     3 |   4 |                       5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.008399252893947455 | -1.7731162275293323e-13 | 0.0 | -0.003214586511113641 | 0.0 | -3.6002061031816353e-07 | -5.842782833706057e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.7731162275293323e-13 |   7.346848940031968e-24 | 0.0 | 9.952021341125626e-14 | 0.0 | -1.9552699784214645e-17 |  2.621223082678866e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                   0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.003214586511113641 |   9.952021341125626e-14 | 0.0 | 0.0018509958395115022 | 0.0 |   3.655182043494422e-07 |  8.521357645017385e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                   0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | -3.6002061031816353e-07 | -1.9552699784214645e-17 | 0.0 | 3.655182043494422e-07 | 0.0 |   5.403637938805829e-06 | -2.214663863758216e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  -5.842782833706057e-07 |   2.621223082678866e-17 | 0.0 | 8.521357645017385e-08 | 0.0 |  -2.214663863758216e-08 |  4.190131229606437e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                   0.0 | 0.0 |                     0.0 |                    0.0 | 0.00011673963831283481 | 1.1480962631706798e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                   0.0 | 0.0 |                     0.0 |                    0.0 | 1.1480962631706798e-05 | 0.00012979217129685468 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                   0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
