|                     Parameters |                      0 |                      1 |   2 |                      3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.006548471331253907 | -9.982517403771991e-14 | 0.0 |  -0.001981515067357196 | 0.0 |  1.4887938352111954e-06 |  -6.370970545856277e-08 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -9.982517403771991e-14 |  4.372970141625909e-24 | 0.0 | 4.9451229836617875e-14 | 0.0 |  -7.173580474705695e-17 |  1.9472965078526756e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.001981515067357196 | 4.9451229836617875e-14 | 0.0 |  0.0009418555493502773 | 0.0 |  -5.815638830042022e-07 |  2.3206705636032633e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 1.4887938352111954e-06 | -7.173580474705695e-17 | 0.0 | -5.815638830042022e-07 | 0.0 |   5.128817938090875e-06 | -3.8069810422214434e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -6.370970545856277e-08 | 1.9472965078526756e-17 | 0.0 | 2.3206705636032633e-07 | 0.0 | -3.8069810422214434e-08 |   4.056213708211593e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011628056004278845 | 1.1272820498492164e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 1.1272820498492164e-05 | 0.00013076020191278345 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
