|                     Parameters |                      0 |                      1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.008502261501271953 | -1.805037048830085e-13 | 0.0 |  -0.003298603948388268 | 0.0 | 1.0467222758041645e-06 | -1.161776313159946e-06 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.805037048830085e-13 |  7.915336038613197e-24 | 0.0 | 1.0274874988521496e-13 | 0.0 | -3.129871350702934e-17 | 3.9716234085089505e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.003298603948388268 | 1.0274874988521496e-13 | 0.0 |  0.0018326503609278288 | 0.0 | -3.970672021518526e-07 | 4.1777168072659997e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 1.0467222758041645e-06 | -3.129871350702934e-17 | 0.0 | -3.970672021518526e-07 | 0.0 |  5.373269076564711e-06 | -4.082083204359915e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -1.161776313159946e-06 | 3.9716234085089505e-18 | 0.0 | 4.1777168072659997e-07 | 0.0 | -4.082083204359915e-08 |   3.86760859914241e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.00011656036723114791 | 1.0038715033118841e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 1.0038715033118841e-05 | 0.00013236516993180773 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
