|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.0077650236143898274 | -1.4082687634446814e-13 | 0.0 | -0.0027426212731961478 | 0.0 | 3.3517000518861144e-08 |  1.3403647132737383e-06 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.4082687634446814e-13 |   5.784284821116903e-24 | 0.0 |  7.538923945754109e-14 | 0.0 | 1.5660157315236304e-18 | -2.0797383020254177e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0027426212731961478 |   7.538923945754109e-14 | 0.0 |  0.0014422409879231908 | 0.0 | -5.097245792108526e-08 |  -5.628266306712494e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  3.3517000518861144e-08 |  1.5660157315236304e-18 | 0.0 | -5.097245792108526e-08 | 0.0 |  5.560333931157492e-06 |  -3.369773995612583e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  1.3403647132737383e-06 | -2.0797383020254177e-17 | 0.0 | -5.628266306712494e-07 | 0.0 | -3.369773995612583e-08 |   3.931437521666075e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 | 0.00011664669866781899 |  8.311172025736753e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |  8.311172025736753e-06 | 0.00013397705210305003 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
