|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                      5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.007100867796796132 | -1.2324327258300136e-13 | 0.0 |  -0.0023589999136046057 | 0.0 | 1.3948407279040332e-07 |   6.468742472210362e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.2324327258300136e-13 |   5.156733336055893e-24 | 0.0 |   6.421425273080862e-14 | 0.0 |  1.532683303379979e-18 |  1.1000274529131864e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0023589999136046057 |   6.421425273080862e-14 | 0.0 |   0.0012286588174656732 | 0.0 |  7.988531156210147e-07 | -2.1438382208613707e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.3948407279040332e-07 |   1.532683303379979e-18 | 0.0 |   7.988531156210147e-07 | 0.0 |  5.207304552188218e-06 |  -9.339240940315417e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   6.468742472210362e-07 |  1.1000274529131864e-17 | 0.0 | -2.1438382208613707e-07 | 0.0 | -9.339240940315417e-08 |   4.315342901124004e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.00011581755824951853 |  9.769093181597759e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |  9.769093181597759e-06 | 0.00013337458196785906 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
