|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |     0.00749056859261923 | -1.5593607973822593e-13 | 0.0 | -0.0027256549971439717 | 0.0 | 1.3730118089429741e-06 |  2.513466881867391e-07 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.5593607973822593e-13 |   6.957397513135892e-24 | 0.0 |  8.471915665277927e-14 | 0.0 | -7.411133281754445e-18 | 2.3904225655565404e-18 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0027256549971439717 |   8.471915665277927e-14 | 0.0 |  0.0014729818422650424 | 0.0 |  -3.16683927400133e-07 | 2.1961265360722013e-09 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.3730118089429741e-06 |  -7.411133281754445e-18 | 0.0 |  -3.16683927400133e-07 | 0.0 | 5.2442928157089825e-06 | -9.797344055517535e-08 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   2.513466881867391e-07 |  2.3904225655565404e-18 | 0.0 | 2.1961265360722013e-09 | 0.0 | -9.797344055517535e-08 | 3.5525483772085445e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.00011318062731144197 | 8.068276000793946e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  8.068276000793946e-06 | 0.0001387976006113825 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
