|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                     7 |                      8 |   9 |
|         Crablog.spectral.index |     0.00935931306729854 | -1.8881075471089808e-13 | 0.0 |   -0.003616374791764305 | 0.0 | -1.1199619210174258e-07 | -4.4309284093737834e-07 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.8881075471089808e-13 |   7.544564758406498e-24 | 0.0 |  1.0474657565524614e-13 | 0.0 |   9.590353414347133e-18 |  1.0192895213938153e-17 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.003616374791764305 |  1.0474657565524614e-13 | 0.0 |    0.001980676810885963 | 0.0 |   2.902791749699375e-07 | -1.2724003246904328e-07 |                   0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | -1.1199619210174258e-07 |   9.590353414347133e-18 | 0.0 |   2.902791749699375e-07 | 0.0 |   5.342573183489709e-06 |   -1.76495411061313e-08 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -4.4309284093737834e-07 |  1.0192895213938153e-17 | 0.0 | -1.2724003246904328e-07 | 0.0 |   -1.76495411061313e-08 |   4.323836815835353e-06 |                   0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0001158478815659759 |  8.579042186967655e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 8.579042186967655e-06 | 0.00013475863223772662 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
