|                     Parameters |                      0 |                       1 |   2 |                      3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.004992975776819298 |   -6.71579912701939e-14 | 0.0 |  -0.001267700933623148 | 0.0 |  1.6752784286448992e-07 |  -5.750710170928759e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude |  -6.71579912701939e-14 |  3.4279874951673244e-24 | 0.0 |  3.086437735392029e-14 | 0.0 | -4.5017396223731206e-17 | -4.3200716828721225e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.001267700933623148 |   3.086437735392029e-14 | 0.0 |  0.0005575386714103646 | 0.0 |  -3.293241612371151e-08 |  1.4713967244063406e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 1.6752784286448992e-07 | -4.5017396223731206e-17 | 0.0 | -3.293241612371151e-08 | 0.0 |   5.062250489345617e-06 | -1.2413819883589012e-07 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -5.750710170928759e-07 | -4.3200716828721225e-18 | 0.0 | 1.4713967244063406e-07 | 0.0 | -1.2413819883589012e-07 |  3.6662283913404415e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011381616215863951 |  1.045893453365772e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |  1.045893453365772e-05 | 0.00013453594839819204 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
