|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.008217862037161489 | -1.6334184044031304e-13 | 0.0 |  -0.003051160589314819 | 0.0 |  6.097717834264592e-07 |  -6.39319051332808e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.6334184044031304e-13 |   7.074758133756739e-24 | 0.0 |  8.976992520135118e-14 | 0.0 | -1.975741816001743e-17 | 1.7353403680618557e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.003051160589314819 |   8.976992520135118e-14 | 0.0 |   0.001617587514759365 | 0.0 | -7.256739353173662e-08 |   2.58816327439722e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   6.097717834264592e-07 |  -1.975741816001743e-17 | 0.0 | -7.256739353173662e-08 | 0.0 |   4.93100344078887e-06 | -8.495988910013166e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   -6.39319051332808e-07 |  1.7353403680618557e-17 | 0.0 |   2.58816327439722e-07 | 0.0 | -8.495988910013166e-08 |  3.944652477808399e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.00011424769148611914 |  8.732729746703915e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  8.732729746703915e-06 | 0.00013620391502667834 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
