|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.008084241170508611 | -1.6098213911328695e-13 | 0.0 |   -0.003002777075498574 | 0.0 | -1.4029855375944781e-06 |   5.722099347204913e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.6098213911328695e-13 |   7.042388116814018e-24 | 0.0 |   8.929981315585094e-14 | 0.0 |  1.0222514065912287e-17 |  1.2471105279326537e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.003002777075498574 |   8.929981315585094e-14 | 0.0 |   0.0016093790846830166 | 0.0 |   9.381668885411849e-07 | -1.5001352308303363e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | -1.4029855375944781e-06 |  1.0222514065912287e-17 | 0.0 |   9.381668885411849e-07 | 0.0 |  5.0458158293941166e-06 |  -4.640821115586425e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   5.722099347204913e-07 |  1.2471105279326537e-17 | 0.0 | -1.5001352308303363e-08 | 0.0 |  -4.640821115586425e-08 |  3.8068544020652134e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011512260861874369 |  9.595579752109977e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |  9.595579752109977e-06 | 0.00013410442053467554 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
