|                     Parameters |                      0 |                       1 |   2 |                      3 |   4 |                       5 |                      6 |                     7 |                      8 |   9 |
|         Crablog.spectral.index |   0.006374563596068761 |  -1.025227774670193e-13 | 0.0 |  -0.001975933512569396 | 0.0 |   4.518140357929766e-08 | -1.092957029956794e-07 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.025227774670193e-13 |   4.512221099391006e-24 | 0.0 |  5.104761557654456e-14 | 0.0 | -3.3994248618038255e-17 | 1.3502640393409782e-18 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.001975933512569396 |   5.104761557654456e-14 | 0.0 |  0.0009509822396995453 | 0.0 |  1.5673455507716188e-07 | -4.870524365207573e-08 |                   0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  4.518140357929766e-08 | -3.3994248618038255e-17 | 0.0 | 1.5673455507716188e-07 | 0.0 |   4.844221311931336e-06 | -5.976454326738874e-08 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -1.092957029956794e-07 |  1.3502640393409782e-18 | 0.0 | -4.870524365207573e-08 | 0.0 |  -5.976454326738874e-08 |  3.939166790914474e-06 |                   0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |  0.000115652793177132 |  8.859458259472022e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 | 8.859458259472022e-06 | 0.00013453754706880438 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                    0.0 | 0.0 |
